1005,9285,Gold,31-10-2016
304,1913,Gold,31-12-2020
149,858,Gold,31-12-2020
659,4258,Gold,31-12-2020
517,3291,Gold,31-12-2020
368,2361,Gold,31-12-2020
482,3104,Silver,31-12-2020
689,4473,Gold,31-12-2020
557,3567,Gold,31-12-2020
897,7576,Gold,31-12-2020
803,5727,Gold,31-12-2020
401,2532,Gold,31-12-2020
760,5126,Gold,31-12-2020
274,1759,Gold,31-12-2020
28,174,Silver,31-12-2020
904,7672,Gold,31-12-2020
474,3066,Silver,31-12-2020
214,1292,Gold,31-12-2020
55,335,Gold,31-12-2020
340,2155,Gold,31-12-2020
724,4701,Diamond,31-12-2020
67,429,Silver,31-12-2020
236,1440,Silver,31-12-2020
68,434,Gold,31-12-2020
348,2203,Gold,31-01-2021
65,414,Gold,31-01-2021
1239,13442,Silver,31-01-2021
165,996,Silver,31-01-2021
249,1517,Gold,31-01-2021
246,1492,Gold,31-01-2021
720,4674,Silver,31-01-2021
518,3292,Diamond,31-01-2021
459,2958,Diamond,31-01-2021
655,4231,Gold,31-01-2021
624,3985,Silver,31-01-2021
398,2522,Gold,31-01-2021
796,5579,Gold,31-01-2021
100,562,Diamond,31-01-2021
574,3640,Silver,31-01-2021
360,2308,Gold,31-01-2021
391,2493,Gold,31-01-2021
283,1800,Gold,31-01-2021
726,4721,Gold,31-01-2021
132,731,Silver,31-01-2021
463,2982,Gold,31-01-2021
21,132,Gold,31-01-2021
529,3357,Gold,31-01-2021
946,8359,Silver,31-01-2021
419,2626,Gold,31-01-2021
248,1512,Gold,28-02-2021
215,1296,Gold,28-02-2021
225,1359,Gold,28-02-2021
643,4157,Gold,28-02-2021
844,6567,Silver,28-02-2021
672,4349,Gold,28-02-2021
276,1765,Gold,28-02-2021
1230,13312,Gold,28-02-2021
599,3824,Diamond,28-02-2021
72,447,Gold,28-02-2021
1199,12826,Gold,28-02-2021
48,295,Gold,28-02-2021
58,358,Gold,28-02-2021
334,2133,Gold,28-02-2021
2,19,Gold,28-02-2021
228,1382,Silver,28-02-2021
244,1480,Gold,28-02-2021
1189,12683,Gold,28-02-2021
198,1211,Silver,28-02-2021
34,225,Gold,28-02-2021
535,3395,Gold,28-02-2021
269,1718,Diamond,28-02-2021
515,3268,Gold,28-02-2021
290,1833,Gold,28-02-2021
315,2005,Silver,28-02-2021
784,5461,Gold,28-02-2021
63,378,Silver,28-02-2021
417,2619,Gold,28-02-2021
619,3958,Gold,31-03-2021
191,1168,Silver,31-03-2021
965,8636,Gold,31-03-2021
444,2815,Diamond,31-03-2021
370,2374,Gold,31-03-2021
156,906,Silver,31-03-2021
492,3166,Gold,31-03-2021
52,326,Diamond,31-03-2021
71,441,Gold,31-03-2021
775,5253,Diamond,31-03-2021
330,2124,Gold,31-03-2021
510,3256,Gold,31-03-2021
170,1020,Gold,31-03-2021
338,2146,Gold,31-03-2021
755,5002,Gold,31-03-2021
451,2888,Silver,31-03-2021
263,1668,Diamond,31-03-2021
602,3846,Silver,31-03-2021
498,3186,Gold,31-03-2021
933,7959,Silver,31-03-2021
89,497,Gold,31-03-2021
761,5128,Diamond,31-03-2021
176,1049,Gold,31-03-2021
1102,11183,Gold,31-03-2021
109,605,Gold,31-03-2021
421,2644,Gold,31-03-2021
918,7796,Gold,31-03-2021
680,4417,Gold,31-03-2021
824,6196,Gold,31-03-2021
448,2864,Gold,31-03-2021
1194,12781,Silver,31-03-2021
331,2125,Diamond,30-04-2021
734,4765,Gold,30-04-2021
235,1438,Gold,30-04-2021
284,1807,Gold,30-04-2021
412,2585,Gold,30-04-2021
64,402,Gold,30-04-2021
186,1133,Diamond,30-04-2021
458,2951,Diamond,30-04-2021
465,2995,Gold,30-04-2021
457,2948,Silver,30-04-2021
456,2929,Gold,30-04-2021
645,4166,Gold,30-04-2021
906,7683,Diamond,30-04-2021
756,5012,Gold,30-04-2021
218,1322,Gold,30-04-2021
717,4654,Gold,30-04-2021
8,60,Silver,30-04-2021
700,4533,Silver,30-04-2021
757,5013,Silver,30-04-2021
126,707,Gold,30-04-2021
358,2287,Silver,30-04-2021
639,4112,Gold,30-04-2021
212,1280,Gold,30-04-2021
415,2609,Gold,30-04-2021
161,963,Gold,30-04-2021
207,1244,Gold,30-04-2021
1216,13097,Gold,30-04-2021
649,4190,Gold,30-04-2021
475,3075,Diamond,30-04-2021
586,3756,Gold,30-04-2021
446,2841,Gold,31-05-2021
823,6178,Gold,31-05-2021
644,4165,Gold,31-05-2021
111,615,Gold,31-05-2021
469,3026,Gold,31-05-2021
17,127,Gold,31-05-2021
558,3568,Gold,31-05-2021
192,1169,Gold,31-05-2021
631,4061,Silver,31-05-2021
317,2015,Gold,31-05-2021
716,4651,Silver,31-05-2021
7,56,Gold,31-05-2021
863,6906,Gold,31-05-2021
123,679,Gold,31-05-2021
770,5232,Gold,31-05-2021
143,816,Gold,31-05-2021
785,5468,Gold,31-05-2021
646,4167,Gold,31-05-2021
160,954,Gold,31-05-2021
669,4341,Gold,31-05-2021
101,566,Gold,31-05-2021
332,2126,Gold,31-05-2021
362,2320,Diamond,31-05-2021
173,1031,Gold,31-05-2021
16,116,Gold,31-05-2021
365,2332,Gold,31-05-2021
701,4534,Gold,31-05-2021
80,471,Gold,31-05-2021
831,6275,Gold,31-05-2021
354,2265,Diamond,31-05-2021
250,1522,Gold,31-05-2021
142,810,Gold,30-06-2021
991,9149,Silver,30-06-2021
1192,12736,Gold,30-06-2021
738,4808,Silver,30-06-2021
627,3994,Gold,30-06-2021
696,4516,Gold,30-06-2021
260,1616,Gold,30-06-2021
768,5223,Gold,30-06-2021
233,1418,Gold,30-06-2021
450,2880,Gold,30-06-2021
440,2782,Gold,30-06-2021
301,1899,Gold,30-06-2021
485,3124,Gold,30-06-2021
567,3611,Gold,30-06-2021
66,425,Gold,30-06-2021
1002,9261,Gold,30-06-2021
453,2911,Diamond,30-06-2021
277,1777,Diamond,30-06-2021
571,3627,Silver,30-06-2021
687,4471,Gold,30-06-2021
640,4115,Gold,30-06-2021
39,254,Gold,30-06-2021
435,2740,Gold,30-06-2021
411,2572,Gold,30-06-2021
548,3501,Gold,30-06-2021
1167,12335,Gold,30-06-2021
727,4723,Gold,30-06-2021
603,3850,Gold,30-06-2021
496,3183,Silver,30-06-2021
73,451,Silver,30-06-2021
146,822,Gold,30-06-2021
439,2779,Gold,30-06-2021
613,3913,Gold,30-06-2021
323,2065,Silver,30-06-2021
623,3984,Gold,30-06-2021
530,3360,Gold,30-06-2021
396,2508,Gold,30-06-2021
1076,10604,Diamond,30-06-2021
344,2168,Gold,30-06-2021
525,3337,Gold,30-06-2021
42,264,Silver,30-06-2021
740,4823,Silver,30-06-2021
780,5333,Gold,30-06-2021
509,3253,Diamond,30-06-2021
308,1938,Gold,30-06-2021
618,3947,Gold,30-06-2021
209,1251,Gold,30-06-2021
1155,12088,Gold,31-07-2021
95,519,Silver,31-07-2021
833,6299,Gold,31-07-2021
319,2038,Silver,31-07-2021
795,5563,Gold,31-07-2021
508,3249,Gold,31-07-2021
78,468,Gold,31-07-2021
683,4437,Gold,31-07-2021
32,219,Gold,31-07-2021
550,3515,Gold,31-07-2021
1217,13098,Silver,31-07-2021
1003,9274,Gold,31-07-2021
179,1059,Gold,31-07-2021
169,1019,Gold,31-07-2021
221,1339,Gold,31-07-2021
684,4457,Gold,31-07-2021
77,466,Gold,31-07-2021
581,3721,Gold,31-07-2021
47,280,Gold,31-07-2021
386,2478,Gold,31-07-2021
346,2177,Gold,31-07-2021
406,2548,Gold,31-07-2021
951,8392,Gold,31-07-2021
519,3297,Gold,31-07-2021
321,2058,Diamond,31-07-2021
128,716,Gold,31-07-2021
711,4592,Gold,31-07-2021
538,3414,Diamond,31-07-2021
29,192,Gold,31-07-2021
834,6301,Gold,31-07-2021
461,2977,Diamond,31-07-2021
239,1453,Diamond,31-07-2021
395,2502,Gold,31-07-2021
531,3378,Diamond,31-07-2021
1150,12020,Gold,31-07-2021
96,528,Gold,31-07-2021
367,2343,Gold,31-07-2021
1023,9621,Gold,31-07-2021
702,4543,Gold,31-07-2021
405,2542,Gold,31-07-2021
480,3092,Gold,31-08-2021
1098,11063,Gold,31-08-2021
79,469,Gold,31-08-2021
402,2536,Gold,31-08-2021
551,3517,Gold,31-08-2021
425,2662,Silver,31-08-2021
1195,12787,Diamond,31-08-2021
1154,12070,Gold,31-08-2021
307,1930,Diamond,31-08-2021
752,4944,Silver,31-08-2021
134,769,Gold,31-08-2021
285,1811,Diamond,31-08-2021
544,3448,Diamond,31-08-2021
526,3339,Gold,31-08-2021
352,2235,Gold,31-08-2021
328,2121,Silver,31-08-2021
26,161,Gold,31-08-2021
141,808,Gold,31-08-2021
151,861,Gold,31-08-2021
203,1231,Gold,31-08-2021
653,4212,Gold,31-08-2021
880,7186,Gold,31-08-2021
620,3959,Gold,31-08-2021
630,4019,Gold,31-08-2021
1188,12678,Gold,31-08-2021
389,2489,Diamond,31-08-2021
1024,9622,Gold,31-08-2021
193,1179,Diamond,31-08-2021
758,5016,Gold,31-08-2021
634,4081,Silver,31-08-2021
361,2312,Gold,31-08-2021
242,1473,Gold,31-08-2021
923,7855,Gold,31-08-2021
1007,9333,Diamond,31-08-2021
520,3308,Gold,31-08-2021
629,4018,Silver,31-08-2021
335,2137,Gold,31-08-2021
414,2606,Gold,31-08-2021
36,236,Gold,31-08-2021
561,3581,Diamond,31-08-2021
291,1836,Gold,31-08-2021
231,1390,Silver,31-08-2021
782,5376,Gold,31-08-2021
180,1062,Gold,31-08-2021
765,5175,Gold,31-08-2021
357,2277,Silver,31-08-2021
554,3535,Gold,31-08-2021
956,8502,Gold,31-08-2021
676,4380,Gold,31-08-2021
255,1579,Diamond,30-09-2021
1193,12743,Gold,30-09-2021
416,2616,Gold,30-09-2021
585,3753,Diamond,30-09-2021
744,4863,Gold,30-09-2021
23,146,Gold,30-09-2021
394,2501,Gold,30-09-2021
460,2971,Gold,30-09-2021
35,231,Gold,30-09-2021
447,2845,Gold,30-09-2021
264,1669,Gold,30-09-2021
245,1483,Gold,30-09-2021
505,3233,Silver,30-09-2021
336,2138,Silver,30-09-2021
366,2335,Gold,30-09-2021
533,3384,Gold,30-09-2021
288,1826,Gold,30-09-2021
754,4976,Silver,30-09-2021
116,646,Gold,30-09-2021
1035,9732,Gold,30-09-2021
682,4429,Gold,30-09-2021
792,5526,Gold,30-09-2021
385,2476,Gold,30-09-2021
53,333,Gold,30-09-2021
751,4941,Silver,30-09-2021
614,3938,Silver,30-09-2021
957,8506,Silver,30-09-2021
1,9,Diamond,30-09-2021
743,4862,Diamond,30-09-2021
61,374,Gold,30-09-2021
60,370,Gold,30-09-2021
74,453,Gold,30-09-2021
749,4929,Gold,30-09-2021
339,2154,Gold,30-09-2021
769,5224,Gold,30-09-2021
488,3134,Diamond,30-09-2021
31,208,Gold,30-09-2021
542,3439,Gold,30-09-2021
750,4937,Gold,30-09-2021
855,6764,Gold,30-09-2021
299,1886,Gold,30-09-2021
158,928,Diamond,30-09-2021
857,6789,Silver,30-09-2021
230,1388,Diamond,30-09-2021
295,1864,Gold,30-09-2021
584,3751,Gold,30-09-2021
449,2865,Gold,30-09-2021
351,2232,Gold,31-10-2021
138,791,Gold,31-10-2021
524,3333,Gold,31-10-2021
693,4495,Silver,31-10-2021
604,3858,Gold,31-10-2021
746,4901,Gold,31-10-2021
333,2128,Gold,31-10-2021
129,719,Gold,31-10-2021
429,2709,Gold,31-10-2021
424,2659,Gold,31-10-2021
345,2175,Gold,31-10-2021
1165,12291,Gold,31-10-2021
1070,10490,Silver,31-10-2021
217,1316,Gold,31-10-2021
636,4091,Silver,31-10-2021
820,6039,Gold,31-10-2021
46,273,Gold,31-10-2021
742,4833,Gold,31-10-2021
404,2540,Silver,31-10-2021
102,575,Gold,31-10-2021
455,2924,Gold,31-10-2021
253,1536,Diamond,31-10-2021
570,3620,Gold,31-10-2021
27,167,Silver,31-10-2021
580,3713,Gold,31-10-2021
409,2562,Gold,31-10-2021
205,1242,Gold,31-10-2021
773,5245,Gold,31-10-2021
487,3130,Gold,31-10-2021
177,1056,Gold,31-10-2021
632,4069,Gold,31-10-2021
445,2820,Diamond,31-10-2021
1001,9247,Gold,31-10-2021
257,1589,Gold,31-10-2021
178,1057,Gold,31-10-2021
704,4553,Diamond,31-10-2021
56,339,Gold,31-10-2021
148,834,Gold,31-10-2021
392,2496,Gold,31-10-2021
523,3319,Silver,31-10-2021
1175,12494,Gold,31-10-2021
466,2998,Gold,31-10-2021
500,3192,Gold,31-10-2021
4,42,Gold,31-10-2021
388,2488,Silver,31-10-2021
164,992,Gold,31-10-2021
489,3135,Gold,31-10-2021
626,3992,Gold,31-10-2021
1169,12354,Gold,31-10-2021
1137,11771,Diamond,30-11-2021
677,4382,Silver,30-11-2021
20,131,Gold,30-11-2021
657,4246,Silver,30-11-2021
219,1329,Gold,30-11-2021
819,5978,Diamond,30-11-2021
1177,12535,Diamond,30-11-2021
341,2156,Diamond,30-11-2021
692,4493,Gold,30-11-2021
715,4639,Silver,30-11-2021
131,725,Gold,30-11-2021
201,1223,Gold,30-11-2021
605,3874,Gold,30-11-2021
306,1929,Gold,30-11-2021
378,2430,Gold,30-11-2021
549,3504,Gold,30-11-2021
371,2388,Diamond,30-11-2021
147,826,Silver,30-11-2021
527,3348,Silver,30-11-2021
172,1030,Gold,30-11-2021
886,7325,Gold,30-11-2021
479,3085,Gold,30-11-2021
691,4492,Gold,30-11-2021
560,3577,Gold,30-11-2021
452,2910,Gold,30-11-2021
506,3236,Diamond,30-11-2021
735,4772,Gold,30-11-2021
654,4230,Gold,30-11-2021
196,1197,Gold,30-11-2021
473,3063,Gold,30-11-2021
829,6255,Gold,30-11-2021
310,1947,Silver,30-11-2021
76,464,Gold,30-11-2021
573,3638,Gold,30-11-2021
240,1459,Gold,30-11-2021
728,4725,Gold,30-11-2021
924,7862,Gold,30-11-2021
486,3128,Diamond,30-11-2021
1081,10696,Gold,30-11-2021
753,4974,Gold,30-11-2021
442,2796,Gold,30-11-2021
125,694,Diamond,30-11-2021
674,4360,Gold,30-11-2021
322,2063,Gold,30-11-2021
685,4467,Gold,30-11-2021
635,4083,Gold,30-11-2021
